created_at,tweet
2015-12-11 08:46:09 UTC,$IWM  $DIA  $COMPQ  $RUT  $DJIA  $SPX  $SPY $DAX
2015-12-07 03:01:20 UTC,"$SYN For the next 7 yrs, assuming no BO, Science solid, and those options just granted truly motivating, am happy with x10, $30 ...doable"
2015-12-07 06:54:47 UTC,"$SYN not only every Dec green since 2008, every Jan been green since 2010, except a 2013 (-.04) ...Algo might use these are facts"
2015-12-10 01:07:42 UTC,"$SYN I think management is doing a great job...sp has much to do with market as well, don&#39;t pick the easy target to lame ;-)"
2015-12-10 01:22:20 UTC,"$SYN personally think news had been sold.... and with so much confirmed progress, 2.5 is fast becoming the new 2"
2015-12-17 15:23:55 UTC,$SYN  3.5 is game changer and then 5 quickly IMO
2015-12-03 18:57:21 UTC,"$HZNP Dip seems too low for no reason, back in, recovery to 21.35 will break me even for the day."
2015-12-07 19:28:46 UTC,$WGBS Looking for entry point
2015-12-10 15:17:23 UTC,$DEPO This guy knows when to make the right calls. Congrats Lynx!
2015-12-28 17:33:28 UTC,$MCD How is this gross company still in existence
2015-12-04 03:27:56 UTC,$NBG it&#39;s official NBGGY.   symbol NBGID it&#39;s only a symbol when a stock is in transition from NYSE to OTC
2015-12-04 03:34:01 UTC,$nbg http://stks.co/e2wXS
2015-12-21 20:09:33 UTC,3rd patient death are rumors. FDA had already halted the trials last month. $ZFGN will increase in Jan.
2015-12-03 04:30:57 UTC,"@mike6 @flesheatingemu $PANW this is as high as it got after last ER gap up before reversing, will it continue this time"
2015-12-18 18:59:57 UTC,$SPY Looks like bottomed. Trying to buy calls on $AMZN $GOOGL $AAPL $PCLN and $NFLX
2015-12-23 17:31:00 UTC,$AMDA  The only (fools) are the ones who think this site is a source of viable information. This is for entertainment purposes only.
2015-12-28 21:28:43 UTC,$AMDA http://stks.co/e33bc You just bought in with no idea what you were buying into???
2015-12-28 21:35:35 UTC,$AMDA  I&#39;ve just devised an algorithm that says 99.7% of people here don&#39;t know what the H##l they&#39;re talking about. (I&#39;m gonna get rich).
2015-12-07 16:33:21 UTC,$NVAX really now it&#39;s going back up.
2015-12-08 13:42:23 UTC,$BTE glad I got out at 5.6
2015-12-09 18:17:11 UTC,$NVAX I did not know NVAX was in the oil business.
2015-12-21 20:33:03 UTC,$WLC.CA I missed the conference call. Anyone has the transcript or highlights that justifies the drop ?
2015-12-04 16:21:48 UTC,"$DWTI Maybe Xom buys at  SA oil at 32 , sells to XOM refinery at 40.50, gas at 1.88 in Tampa"
2015-12-15 18:42:13 UTC,"$DWTI Has something changed ? That oil will go up, SA still selling oil  to XOM refiner at 32, IMO oil will touch 20 someting."
2015-12-29 15:14:54 UTC,"$DWTI Bluewhale we are headed for 30, it could happen soon, who jacks up the price every night?"
2015-12-16 17:17:11 UTC,"$VSLR $SUNE SEIA Commends Congressional Leaders for Including ITC Extension in Omnibus Bill
http://stks.co/i3dBZ"
2015-12-09 17:49:36 UTC,$MNKD is it possible Al does not even know what the share price is therefore continuing with the Holiday Party..lol
2015-12-02 02:18:17 UTC,$EWZ still no light at end of Brazil tunnel $BZQ $BRF $EEM $ILF $LBJ
2015-12-04 11:59:38 UTC,$BZQ $EWZ $BRF $PBR Finally the congress leader accepts one of about 30 impeachment proposals. He&#39;s just as corrupt! http://stks.co/t3HWN
2015-12-09 02:27:25 UTC,http://stks.co/h3a25 $BZQ $EWZ $EDZ $BRF
2015-12-10 12:47:42 UTC,Brazil turnaround in 2016 unlikely. $EWZ http://stks.co/s3IoM $BZQ $ILF $EDZ $BRF $BRZU
2015-12-10 12:50:18 UTC,"Brazil outlook unlikely to improve by 2017 $BZQ $ILF $EDZ $BRF $BRZU $EWZ 
http://stks.co/g3aEk"
2015-12-17 10:54:31 UTC,$EWZ http://stks.co/s3LUm $BZQ $BRZU $BRF $EEM
2015-12-19 21:02:30 UTC,"A major reason $EWZ dropped like rock ystdy. http://stks.co/p3Mg5 $BRZU  $EDZ $BRF $EEM Finance minister Levy, and austerity, out."
2015-12-08 12:22:25 UTC,$GALE http://stks.co/r3INS Galena Biopharma Presents Final GALE-401 Phase 2 Clinical Data (ASH)
2015-12-10 13:39:17 UTC,$NLNK NewLink Genetics Corporation Presents Preliminary Safety Data From Randomized Phase 2 Trial of Indoximod http://stks.co/h3aZ6
2015-12-06 03:14:54 UTC,$CYTX F&amp;$K Maxim we there regardless!!!
2015-12-14 17:45:15 UTC,$CYTX now it has 180 days to make it back... Never sell!
2015-12-19 02:11:58 UTC,$AMDA hammer on the chart.Buy the dip on monday.Bullish reversal
2015-12-29 14:59:50 UTC,$CTRV This stock has big potential.Hep b IND filing any time now.
2015-12-01 14:35:14 UTC,"$IDRA this might be dumb but I know bios have phase 1, 2, 3, but what is phase 1/2 that idra has? Like half of a trial lol?"
2015-12-07 14:52:56 UTC,$IDRA stupid ibb...
2015-12-07 17:22:30 UTC,$IDRA lets get this to run after 1!!
2015-12-11 15:11:29 UTC,$IDRA damn I&#39;m probably gonna buy at 3.50 lol discount
2015-12-17 16:05:29 UTC,$IDRA market down pretty bad... This might end bad again
2015-12-18 17:48:52 UTC,$IDRA come on go above 3.50 again!!!
2015-12-21 18:59:40 UTC,$IDRA f this F&#39;ing crap
2015-12-22 16:53:25 UTC,"$IDRA same crap every single day, up a few percent, slowly but surely taking all our money"
2015-12-23 21:53:44 UTC,$IDRA ruining Christmas...
2015-12-24 15:57:38 UTC,$IDRA at least I can say I gave back this Christmas lol
2015-12-29 15:10:05 UTC,"$IDRA I&#39;m tired of wasting my time on this, if it&#39;s not green today I&#39;m out"
2015-12-11 18:10:45 UTC,$MNGA Wow .50 drop in 15 min..chasers getting boned and shorts playing this
2015-12-02 09:44:42 UTC,"$NBG alpha and eurob only 5% abov new issue price after RS. For NBG that would bring us to 0,32€ max after rs... expected..."
2015-12-03 14:12:08 UTC,"$NBG again... EFG Eurobank Ergasias S.A.
ADR CUSIP: 26844B100
ADR ISIN: US26844B1008
Ratio (DRs: Common Shares): 2:1"
2015-12-11 21:27:54 UTC,$VIX +27% $VXX +15% $RVX +16% $VXST +41%
2015-12-14 16:04:12 UTC,"$VIX methodology for Apple $VXAPL +9% to 36.37, compared to 20-day MA of 27.09 cboe.com/VXAPL"
2015-12-14 21:03:14 UTC,Options expected to be active @ CBOE: $VIX $VXX $UNG $JNK $HYG $TBT $TLT $JOY $FDX $ORCL
2015-12-15 19:28:52 UTC,Increasing volume @ CBOE; $BHI $HAL $HTZ $AMLP $PII $P $LOW $HYG $NRF
2015-12-16 17:59:44 UTC,$VIX -5.48% to 19.78 into #Fed policy statement #FOMC cboe.com/VIX
2015-12-21 15:26:20 UTC,$VIX -7.15% to 19.25; 12/23/15 16 &amp; 17 puts active on open cboe.com/VIX
2015-12-21 22:11:58 UTC,"$VIX -9.66% to 18.70, intra-day range 18.70 to 20.21 cboe.com/VIX"
2015-12-23 18:23:01 UTC,$RWLK don&#39;t care what they do or what they make or who it helps..momo technical move so I traded and profited ..anyone can be a bull or bear
2015-12-04 15:55:29 UTC,$X priced like an expensive LEAP that never expires $7.74
2015-12-09 15:08:05 UTC,$YHOO Webb just kissed her ass......how odd.
2015-12-17 02:35:06 UTC,@1SimpleTrader looks great! $CYBR
2015-12-30 21:40:42 UTC,$USO is WTI oil going to 25 ? $UCO $UWTI $XLE more selling ahead?
2015-12-01 15:14:32 UTC,$TERP This is the pullback... Stock down 80% for the year
2015-12-01 15:22:14 UTC,"@MakinItRain89 Not necessarily, unless $SUNE wants to sell its stock in $TERP. They only make money from the dividend paid to them."
2015-12-02 00:50:33 UTC,$SUNE $TERP Fast money was debating which is the better investment: Solar or coal. What kind of debate is even needed? Stupid question.
2015-12-03 18:45:10 UTC,$PFPT Whatever Muddy Waters is against I will not own. Dude&#39;s a winner.
2015-12-04 17:02:57 UTC,$KMI This is wrong. Real Money contributor Dan Dicker bought at 21 and will buy more at 18. Research before blindly posting
2015-12-05 05:56:21 UTC,"$KMI In other news, I&#39;m just going to build my own pipeline now."
2015-12-05 06:18:10 UTC,"$KMI My takeaways: No div cut (good), no growth in 2016, no equity offering &quot;at current prices&quot; so expect one at $19"
2015-12-07 16:26:56 UTC,"Trying to decide between whether I should add to $DIS or start $FB again if we get another 1,000 point day, lol"
2015-12-07 21:11:41 UTC,$NKE Lebron James
2015-12-09 15:16:03 UTC,"$SUNE $TERP I&#39;m not sure I understand, what&#39;s the point of buying $VSLR if they&#39;re going to sell some or all of their assets?"
2015-12-09 15:21:02 UTC,$TERP Kind of expecting Tepper to still not support this deal. He doesn&#39;t like the asset mix with TERP
2015-12-11 04:30:44 UTC,$UDF Didn&#39;t have a page until today&#39;s decline 🌚
2015-12-11 21:41:49 UTC,"$SPY My wishlist for a 1,000 point day/Fed day: $FB &lt;$90 $DIS &lt;$100 $XON &lt;$28 $TSLA &lt;$200 $AGN &lt;$285 $UNH &lt;$100 $JD &lt;$28
Other ideas welcome"
2015-12-15 23:48:55 UTC,$HAS $MAT Nice spotlight on Mad Money tonight. I still like Hasbro more w/ their brand portfolio. Would buy it below 64
2015-12-16 18:18:54 UTC,$AAPL $MTCH $TWTR Have we reached peak app? Almost as bad as that Uber driver day-trading.
2015-12-17 15:15:27 UTC,@sinv I am under the impression $GILD will end up making many small investments instead of one large investment. I think that&#39;s why.
2015-12-22 15:13:22 UTC,$MBLY Citron calling for $25 now after $F partners with $GOOGL
2015-12-23 22:35:36 UTC,$KHC Looks like they are going to go back to the January/April/July/October dividend schedule KRFT used to have.
2015-12-29 14:24:40 UTC,$AMZN $UPS $FDX ICYMI: My take on Amazon&#39;s shipping network http://stks.co/a33Z7
2015-12-29 15:39:56 UTC,"$GOOGL Cover at $1,000, fam"
2015-12-29 15:51:05 UTC,$AWK This is on my list of stocks to own for 10 years. Happy to see it go so high. Worried about how it will do in a high rate environment.
2015-12-22 00:50:54 UTC,$ARGS more upside here..Gl.
2015-12-02 17:04:42 UTC,@ortega1963 $MSFT wants 60
2015-12-04 15:14:17 UTC,$FCEL Opposite RS action comparing AEZS to FCEL..... Looks like the Downdraft will b swift.....?
2015-12-09 16:57:33 UTC,$DWTI Amazing how much oil the world consumes on a daily basis
2015-12-09 17:46:59 UTC,$FCEL lets see.....6.86 / 12 = 0.?? lmao
2015-12-08 01:15:11 UTC,"$SU did i see that at market order close order correctly? 56,740 shares....was that a misprint?"
2015-12-02 16:20:24 UTC,$AVP short squeeze
2015-12-28 16:42:44 UTC,@BioCash based on your dumping of $CMRX you&#39;re clearly short
2015-12-01 20:20:53 UTC,$PBMD nice win with $GIGA and $NETE today...hoping waiting for $PBMD to move up!
2015-12-04 22:07:44 UTC,$CDE A very good day!
2015-12-14 17:26:39 UTC,$EXXI Only thing to save exxi right now is frigid temperatures to roll in across the US and oil to rise. Unfortunately that looks unlikely.
2015-12-18 17:10:16 UTC,$KNDI 4Hr and daily chart still looking good to go higher.
2015-12-13 16:58:44 UTC,$CLR CME June&#39;16/Dec&#39;16 contango oly #
2015-12-08 17:08:35 UTC,$CLBS Volume has lightened up. We could be reaching a bottom
2015-12-11 23:19:13 UTC,"$CLBS Would be nice for Management to step in and buy a few hundred thousand shares, that would boost confidence"
2015-12-07 15:01:07 UTC,$TVIX  $UVXY  $VXX  $vxx back to 18s again?
2015-12-11 19:04:43 UTC,$GASL Good price to get in..sorry never traded gasl but seems oversold now
2015-12-11 21:51:07 UTC,$TVIX $uvxy Who is brave enough to short VIX here ? Sird?
2015-12-14 18:42:34 UTC,$TVIX $vix $uvxy As mentioned earlier VIX started fading already do not be surprised if come back to 16s by Dec 31st..
2015-12-03 02:13:55 UTC,$GDX $GLD $GC_F $NUGT $DUST $DXY $JNUG Though this was a interesting tid bit I&#39;d share.
2015-12-03 03:41:46 UTC,The Fed has never raised rates before with an ISM under 50. $SPX $UUP $DXY
2015-12-04 14:03:32 UTC,Oil just being Oil $USO $XLE
2015-12-08 00:50:10 UTC,$HD $XHB $HGX $ITB $SPX $DHI $STUDY Food for thought on the housing market
2015-12-08 14:08:21 UTC,Just how bad is the commodity crash? $CRB $DXY $USO $XLE $WTI $DXY $STUDY
2015-12-08 17:52:18 UTC,$UWTI $DWTI $USO $XLE $OIL  I couldn&#39;t help but notice all the front page headlines today. The fear is real
2015-12-09 03:03:03 UTC,$GDX $NUGT $JNUG $DUST $GOLD $GC_F Can you see a pattern here with the BB and Momentum Oscillators?
2015-12-09 20:45:38 UTC,$EFOI $UWTI $DWTI If you like volatile oil plays heres one
2015-12-16 14:23:05 UTC,$SPX $SPY $STUDY The Fed is releasing their SUmmary of Economic Projections just minutes after the announcement. This is IMO More important
2015-12-18 03:33:44 UTC,"Market outlook v3, enjoy! $UWTI $UGAZ $DWTI $SPX $STUDY $TLT $DGAZ $AAPL $KBIO $LABU $NUGT $DUST $TVIX  http://stks.co/r3MKV"
2015-12-03 20:55:13 UTC,$ULTA what time do they report?
2015-12-15 16:55:43 UTC,$PLUG someone posted the exact same thing about TSLA when it was below $17
2015-12-23 12:45:27 UTC,Did Dow Transports $DJT double bottom? $CSX $WAB $ARII $UNP $NSC $KSU $CP $CNI $FDX $UPS $JBHT $CAR $LUV $DAL $JBLU
2015-12-21 14:46:31 UTC,$GLD I thought rising interest rates signaled strong economy and dollar and certain death to gold.  What gives?
2015-12-22 15:50:32 UTC,$AVXL Stop loss triggered... Will wait this one out now
2015-12-14 10:26:08 UTC,"$SPY  $BBBY  $FBHS  $CRR  $AMAG  $BRKB Trade setups for December 14, 2015 by @AmyAtrade"
2015-12-10 01:01:23 UTC,$AGN Will this touch $300 tomorrow?
2015-12-01 03:59:52 UTC,"$NADL 0.65 cash @ 0.55 per share. In 80,000 shares"
2015-12-03 04:26:38 UTC,$NADL West Rigel delivery delayed until June 2016
2015-12-11 15:57:40 UTC,$FB heading to the blue line magnet
2015-12-12 22:59:19 UTC,Looking thru charts-- sure doesn&#39;t put one into the holiday spirit.... most trouble of all are the financials and FANG breakdown. $XLF
2015-12-15 15:30:31 UTC,Nice catch up move financials today $XLF
2015-12-15 16:26:50 UTC,"Even for boom and bust $CLF pretty amazing.  $120 in 2008, $1.5 in 2015"
2015-12-15 19:23:31 UTC,Would call today&#39;s follow through move even more bullish than yesterday&#39;s reversal $QQQ
2015-12-15 19:25:29 UTC,Of course Janet could throw a wrench tomorrow into the bull reversal but one step at a time #FOMC.  Long $QQQ $FB $AIG
2015-12-16 20:42:31 UTC,$QQQ  50sma bounce chart
2015-12-07 20:49:14 UTC,$NSPR Do not listen Aldus. He is mostly wrong.
2015-12-21 11:15:55 UTC,$UVXY lots of early Monday QBs of new bullish move - Just think people don&#39;t want a bad holiday and it got cold out so Natgas spiked - IMO
2015-12-23 17:34:32 UTC,$UVXY might be a good scalp if 50cents is your target but don&#39;t be greedy - it&#39;s not going to 30
2015-12-09 18:54:35 UTC,"$CLD Make your money back and short the big fat ugly sister of CLD, her name is princess $ARLP.  Her other sister $WLB met same fate at $14"
2015-12-17 15:56:30 UTC,"$ARLP Hi guy&#39;s, it&#39;s me again.  Ask yourself this; what happens if/when they scrap dividend?  That&#39;s the ONLY reason most are holding. $6??"
2015-12-09 18:54:49 UTC,$ANF  $AEO  $GPS - which POS are you referring to?
2015-12-22 21:45:09 UTC,$NKE  $UA  That is not how splitting works.  Please use Google and find out
2015-12-18 17:30:26 UTC,"$AAPL If Apple had a PE equal to ½ of $MSFT PE, Apple&#39;s stock would be trading at over $170..."
2015-12-30 17:16:33 UTC,"$AMZN Bear&#39;s should remeber, Amazon&#39;s profits aren&#39;t stellar b/c they are constantly investing in new tech."
2015-12-04 14:54:42 UTC,$AMBA this dips are traps for more shorts to enter. Textbook 101 play. The more shorts the harder the squeeze. Great company here
2015-12-31 17:56:20 UTC,$SCTY open range break above $51 would be a nice signal
2015-12-14 16:26:20 UTC,$FOGO not gonna lie... this is pretty funny that this is the only green in my portfolio
2015-12-18 14:40:51 UTC,$SWFT brutal!!!  what the hell is happening to this thing now?
2015-12-10 15:04:18 UTC,$MTCH need match to go over 15
2015-12-22 04:39:00 UTC,$MNKD Dont forget about this folks ....what is this worth?
2015-12-14 23:59:28 UTC,$TSLA Tech Person of the Year http://stks.co/d2zfv
2015-12-03 21:52:56 UTC,$PCLN 1345 tomorrow.
2015-12-15 18:41:40 UTC,$FREE the ship is sinking. Was the captain of the Titanic running this thing or what?After the first iceberg you think he&#39;d learn his lesson
2015-12-22 16:22:57 UTC,$PSDV Needs to break 4.71
2015-12-28 16:46:46 UTC,$CMRX Is this another chiscam?  What happened?
2015-12-28 18:45:18 UTC,$CMRX Making new LODs every few minutes...or should I saw new 52 week lows every few minutes.
2015-12-28 19:40:19 UTC,$CMRX Haha.  I&#39;m still bearish - but great point.
2015-12-14 16:20:06 UTC,"$AMBA out at 55.26 , weak support"
2015-12-30 17:40:15 UTC,"@jameskim1980 surprised you didn&#39;t post $AMZN. Seriously, you can bank on it being $1000+ by 2018"
2015-12-02 13:52:28 UTC,$ZFGN Sorry guys.... ITS a mess
2015-12-07 20:09:00 UTC,$TNXP Partnership with hadden milestones? I think a lot depends on the results in PTSD. If good money Will flow into tnxp. Less dilution
2015-12-04 01:00:46 UTC,"$GDP $EXXI $UWTI This oil collaps is driving people crazy, what is this world coming to? http://stks.co/j3YWS"
2015-12-25 21:26:40 UTC,$GDP $EXXI $ORIG $UWTI A big bear calls the bottom in oil: http://stks.co/q3O6N
2015-12-07 19:18:09 UTC,$IDRA Out 0.1 x 8k shares = 800$
2015-12-21 20:39:17 UTC,&quot;@DanZanger $CYOU  $DSKY  $MMYT  $BWLD  $WBAI  $HALO  $SEDG  $OPHT  $LEN  $FPRX  $GHDX  $TCON&quot;
2015-12-12 23:24:02 UTC,$SD They will have a reverse split in about a month unless it hits $1.00
2015-12-14 16:37:02 UTC,$SD wondering if they will lift the export ban before end of year
2015-12-05 14:23:54 UTC,True fact: $BRK.B has more cash than $FB $GOOGL $NFLX $AMZN $HD $NKE $SBUX combined $SPY
2015-12-09 10:00:14 UTC,$SYMX guessing we&#39;ll hit 1.14 today and close around 1.05. Based upon previous single peaks from sub dollar. I will sell a bunch today.
2015-12-09 21:35:04 UTC,$SYMX i&#39;d wish that my balls would allign with my dd based instincts
2015-12-15 19:04:01 UTC,$SYMX buck or higher day 2?
2015-12-18 08:36:42 UTC,"$SYMX So we have Paris, GE takeover budget, Chinese India loan, GE refurbish plants plans, Midrex collab and a lot of"
2015-12-03 18:39:46 UTC,$BIIB some reason or news for a drop?
2015-12-11 15:46:51 UTC,$GRPN  looks good price to buy... short term.. m in!
2015-12-04 12:58:57 UTC,$DWTI will be at a discounted price buy it when it hits low. OPEC is just false hope.
2015-12-22 04:16:01 UTC,$DUST $NUGT $JNUG Please write to the SEC asking them to reconsider their proposal to do away with 2x/3x ETF&#39;s http://stks.co/r3NGZ
2015-12-22 04:17:53 UTC,$YINN $YANGPlease write to the SEC asking them to reconsider their proposal to do away with 2x/3x ETF&#39;s http://stks.co/j3ee4
2015-12-28 15:18:47 UTC,$CNX Consecutive 7-day streak win. Probability to continue was under 19%. Want similar setups? Streak scanner. http://stks.co/a33K8
2015-12-29 14:45:08 UTC,"@pawelre @StockTwits I agree with $FB and $AMZN, however, $AAPL imo is not overpriced by any widely acceptable valuation model."
2015-12-22 19:50:03 UTC,$PLUS shorted at 96.15
2015-12-17 14:08:38 UTC,$PLUG http://stks.co/t3MBx should we be worried ?
2015-12-02 21:56:22 UTC,$OXGN Stallone your inside info not very true
2015-12-14 14:35:31 UTC,$ISR not today
2015-12-28 19:32:35 UTC,$ISR what about that kool aid
2015-12-30 19:14:33 UTC,$IDRA crap
